timestamp,date,activity
2003-06-14 23:54:00,2003-06-14,51
2003-06-14 23:55:00,2003-06-14,259
2003-06-14 23:56:00,2003-06-14,199
2003-06-14 23:57:00,2003-06-14,137
2003-06-14 23:58:00,2003-06-14,598
2003-06-14 23:59:00,2003-06-14,163
2003-06-15 00:00:00,2003-06-15,243
2003-06-15 00:01:00,2003-06-15,174
2003-06-15 00:02:00,2003-06-15,199
2003-06-15 00:03:00,2003-06-15,96
2003-06-15 00:04:00,2003-06-15,103
2003-06-15 00:05:00,2003-06-15,478
2003-06-15 00:06:00,2003-06-15,315
2003-06-15 00:07:00,2003-06-15,168
2003-06-15 00:08:00,2003-06-15,494
2003-06-15 00:09:00,2003-06-15,220
2003-06-15 00:10:00,2003-06-15,168
2003-06-15 00:11:00,2003-06-15,510
2003-06-15 00:12:00,2003-06-15,75
2003-06-15 00:13:00,2003-06-15,39
2003-06-15 00:14:00,2003-06-15,120
2003-06-15 00:15:00,2003-06-15,315
2003-06-15 00:16:00,2003-06-15,234
2003-06-15 00:17:00,2003-06-15,0
2003-06-15 00:18:00,2003-06-15,0
2003-06-15 00:19:00,2003-06-15,637
2003-06-15 00:20:00,2003-06-15,61
2003-06-15 00:21:00,2003-06-15,87
2003-06-15 00:22:00,2003-06-15,494
2003-06-15 00:23:00,2003-06-15,72
2003-06-15 00:24:00,2003-06-15,526
2003-06-15 00:25:00,2003-06-15,124
2003-06-15 00:26:00,2003-06-15,421
2003-06-15 00:27:00,2003-06-15,326
2003-06-15 00:28:00,2003-06-15,259
2003-06-15 00:29:00,2003-06-15,128
2003-06-15 00:30:00,2003-06-15,103
2003-06-15 00:31:00,2003-06-15,358
2003-06-15 00:32:00,2003-06-15,234
2003-06-15 00:33:00,2003-06-15,18
2003-06-15 00:34:00,2003-06-15,295
2003-06-15 00:35:00,2003-06-15,163
2003-06-15 00:36:00,2003-06-15,0
2003-06-15 00:37:00,2003-06-15,315
2003-06-15 00:38:00,2003-06-15,220
2003-06-15 00:39:00,2003-06-15,112
2003-06-15 00:40:00,2003-06-15,463
2003-06-15 00:41:00,2003-06-15,276
2003-06-15 00:42:00,2003-06-15,103
2003-06-15 00:43:00,2003-06-15,132
2003-06-15 00:44:00,2003-06-15,227
2003-06-15 00:45:00,2003-06-15,90
2003-06-15 00:46:00,2003-06-15,295
2003-06-15 00:47:00,2003-06-15,132
2003-06-15 00:48:00,2003-06-15,305
2003-06-15 00:49:00,2003-06-15,99
2003-06-15 00:50:00,2003-06-15,39
2003-06-15 00:51:00,2003-06-15,69
2003-06-15 00:52:00,2003-06-15,463
2003-06-15 00:53:00,2003-06-15,0
2003-06-15 00:54:00,2003-06-15,206
2003-06-15 00:55:00,2003-06-15,421
2003-06-15 00:56:00,2003-06-15,657
2003-06-15 00:57:00,2003-06-15,408
2003-06-15 00:58:00,2003-06-15,494
2003-06-15 00:59:00,2003-06-15,510
2003-06-15 01:00:00,2003-06-15,598
2003-06-15 01:01:00,2003-06-15,408
2003-06-15 01:02:00,2003-06-15,116
2003-06-15 01:03:00,2003-06-15,199
2003-06-15 01:04:00,2003-06-15,112
2003-06-15 01:05:00,2003-06-15,305
2003-06-15 01:06:00,2003-06-15,99
2003-06-15 01:07:00,2003-06-15,295
2003-06-15 01:08:00,2003-06-15,7
2003-06-15 01:09:00,2003-06-15,112
2003-06-15 01:10:00,2003-06-15,0
2003-06-15 01:11:00,2003-06-15,186
2003-06-15 01:12:00,2003-06-15,96
2003-06-15 01:13:00,2003-06-15,13
2003-06-15 01:14:00,2003-06-15,336
2003-06-15 01:15:00,2003-06-15,108
2003-06-15 01:16:00,2003-06-15,103
2003-06-15 01:17:00,2003-06-15,199
2003-06-15 01:18:00,2003-06-15,847
2003-06-15 01:19:00,2003-06-15,220
2003-06-15 01:20:00,2003-06-15,59
2003-06-15 01:21:00,2003-06-15,234
2003-06-15 01:22:00,2003-06-15,26
2003-06-15 01:23:00,2003-06-15,873
2003-06-15 01:24:00,2003-06-15,873
2003-06-15 01:25:00,2003-06-15,326
2003-06-15 01:26:00,2003-06-15,174
2003-06-15 01:27:00,2003-06-15,463
2003-06-15 01:28:00,2003-06-15,75
2003-06-15 01:29:00,2003-06-15,132
2003-06-15 01:30:00,2003-06-15,31
2003-06-15 01:31:00,2003-06-15,75
2003-06-15 01:32:00,2003-06-15,295
2003-06-15 01:33:00,2003-06-15,227
2003-06-15 01:34:00,2003-06-15,358
2003-06-15 01:35:00,2003-06-15,434
2003-06-15 01:36:00,2003-06-15,61
2003-06-15 01:37:00,2003-06-15,93
2003-06-15 01:38:00,2003-06-15,147
2003-06-15 01:39:00,2003-06-15,795
2003-06-15 01:40:00,2003-06-15,700
2003-06-15 01:41:00,2003-06-15,959
2003-06-15 01:42:00,2003-06-15,1234
2003-06-15 01:43:00,2003-06-15,561
2003-06-15 01:44:00,2003-06-15,873
2003-06-15 01:45:00,2003-06-15,990
2003-06-15 01:46:00,2003-06-15,820
2003-06-15 01:47:00,2003-06-15,561
2003-06-15 01:48:00,2003-06-15,580
2003-06-15 01:49:00,2003-06-15,544
2003-06-15 01:50:00,2003-06-15,598
2003-06-15 01:51:00,2003-06-15,434
2003-06-15 01:52:00,2003-06-15,394
2003-06-15 01:53:00,2003-06-15,478
2003-06-15 01:54:00,2003-06-15,526
2003-06-15 01:55:00,2003-06-15,510
2003-06-15 01:56:00,2003-06-15,526
2003-06-15 01:57:00,2003-06-15,494
2003-06-15 01:58:00,2003-06-15,526
2003-06-15 01:59:00,2003-06-15,1055
2003-06-15 02:00:00,2003-06-15,795
2003-06-15 02:01:00,2003-06-15,723
2003-06-15 02:02:00,2003-06-15,873
2003-06-15 02:03:00,2003-06-15,637
2003-06-15 02:04:00,2003-06-15,494
2003-06-15 02:05:00,2003-06-15,1055
2003-06-15 02:06:00,2003-06-15,657
2003-06-15 02:07:00,2003-06-15,637
2003-06-15 02:08:00,2003-06-15,0
2003-06-15 02:09:00,2003-06-15,186
2003-06-15 02:10:00,2003-06-15,358
2003-06-15 02:11:00,2003-06-15,6
2003-06-15 02:12:00,2003-06-15,0
2003-06-15 02:13:00,2003-06-15,0
2003-06-15 02:14:00,2003-06-15,24
2003-06-15 02:15:00,2003-06-15,45
2003-06-15 02:16:00,2003-06-15,32
2003-06-15 02:17:00,2003-06-15,0
2003-06-15 02:18:00,2003-06-15,186
2003-06-15 02:19:00,2003-06-15,347
2003-06-15 02:20:00,2003-06-15,478
2003-06-15 02:21:00,2003-06-15,463
2003-06-15 02:22:00,2003-06-15,39
2003-06-15 02:23:00,2003-06-15,53
2003-06-15 02:24:00,2003-06-15,0
2003-06-15 02:25:00,2003-06-15,2
2003-06-15 02:26:00,2003-06-15,0
2003-06-15 02:27:00,2003-06-15,29
2003-06-15 02:28:00,2003-06-15,17
2003-06-15 02:29:00,2003-06-15,0
2003-06-15 02:30:00,2003-06-15,0
2003-06-15 02:31:00,2003-06-15,72
2003-06-15 02:32:00,2003-06-15,510
2003-06-15 02:33:00,2003-06-15,746
2003-06-15 02:34:00,2003-06-15,382
2003-06-15 02:35:00,2003-06-15,795
2003-06-15 02:36:00,2003-06-15,847
2003-06-15 02:37:00,2003-06-15,847
2003-06-15 02:38:00,2003-06-15,408
2003-06-15 02:39:00,2003-06-15,336
2003-06-15 02:40:00,2003-06-15,990
2003-06-15 02:41:00,2003-06-15,820
2003-06-15 02:42:00,2003-06-15,434
2003-06-15 02:43:00,2003-06-15,700
2003-06-15 02:44:00,2003-06-15,206
2003-06-15 02:45:00,2003-06-15,251
2003-06-15 02:46:00,2003-06-15,193
2003-06-15 02:47:00,2003-06-15,51
2003-06-15 02:48:00,2003-06-15,213
2003-06-15 02:49:00,2003-06-15,59
2003-06-15 02:50:00,2003-06-15,53
2003-06-15 02:51:00,2003-06-15,544
2003-06-15 02:52:00,2003-06-15,227
2003-06-15 02:53:00,2003-06-15,347
2003-06-15 02:54:00,2003-06-15,544
2003-06-15 02:55:00,2003-06-15,526
2003-06-15 02:56:00,2003-06-15,449
2003-06-15 02:57:00,2003-06-15,637
2003-06-15 02:58:00,2003-06-15,544
2003-06-15 02:59:00,2003-06-15,449
2003-06-15 03:00:00,2003-06-15,276
2003-06-15 03:01:00,2003-06-15,220
2003-06-15 03:02:00,2003-06-15,147
2003-06-15 03:03:00,2003-06-15,103
2003-06-15 03:04:00,2003-06-15,206
2003-06-15 03:05:00,2003-06-15,227
2003-06-15 03:06:00,2003-06-15,295
2003-06-15 03:07:00,2003-06-15,580
2003-06-15 03:08:00,2003-06-15,901
2003-06-15 03:09:00,2003-06-15,679
2003-06-15 03:10:00,2003-06-15,657
2003-06-15 03:11:00,2003-06-15,286
2003-06-15 03:12:00,2003-06-15,81
2003-06-15 03:13:00,2003-06-15,617
2003-06-15 03:14:00,2003-06-15,382
2003-06-15 03:15:00,2003-06-15,234
2003-06-15 03:16:00,2003-06-15,0
2003-06-15 03:17:00,2003-06-15,15
2003-06-15 03:18:00,2003-06-15,49
2003-06-15 03:19:00,2003-06-15,2
2003-06-15 03:20:00,2003-06-15,2
2003-06-15 03:21:00,2003-06-15,0
2003-06-15 03:22:00,2003-06-15,90
2003-06-15 03:23:00,2003-06-15,13
2003-06-15 03:24:00,2003-06-15,0
2003-06-15 03:25:00,2003-06-15,0
2003-06-15 03:26:00,2003-06-15,28
2003-06-15 03:27:00,2003-06-15,15
2003-06-15 03:28:00,2003-06-15,0
2003-06-15 03:29:00,2003-06-15,87
2003-06-15 03:30:00,2003-06-15,16
2003-06-15 03:31:00,2003-06-15,12
2003-06-15 03:32:00,2003-06-15,8
2003-06-15 03:33:00,2003-06-15,45
2003-06-15 03:34:00,2003-06-15,19
2003-06-15 03:35:00,2003-06-15,9
2003-06-15 03:36:00,2003-06-15,108
2003-06-15 03:37:00,2003-06-15,0
2003-06-15 03:38:00,2003-06-15,336
2003-06-15 03:39:00,2003-06-15,315
2003-06-15 03:40:00,2003-06-15,347
2003-06-15 03:41:00,2003-06-15,206
2003-06-15 03:42:00,2003-06-15,251
2003-06-15 03:43:00,2003-06-15,370
2003-06-15 03:44:00,2003-06-15,305
2003-06-15 03:45:00,2003-06-15,108
2003-06-15 03:46:00,2003-06-15,55
2003-06-15 03:47:00,2003-06-15,3
2003-06-15 03:48:00,2003-06-15,81
2003-06-15 03:49:00,2003-06-15,0
2003-06-15 03:50:00,2003-06-15,0
2003-06-15 03:51:00,2003-06-15,16
2003-06-15 03:52:00,2003-06-15,243
2003-06-15 03:53:00,2003-06-15,47
2003-06-15 03:54:00,2003-06-15,147
2003-06-15 03:55:00,2003-06-15,14
2003-06-15 03:56:00,2003-06-15,120
2003-06-15 03:57:00,2003-06-15,14
2003-06-15 03:58:00,2003-06-15,31
2003-06-15 03:59:00,2003-06-15,408
2003-06-15 04:00:00,2003-06-15,336
2003-06-15 04:01:00,2003-06-15,326
2003-06-15 04:02:00,2003-06-15,394
2003-06-15 04:03:00,2003-06-15,449
2003-06-15 04:04:00,2003-06-15,700
2003-06-15 04:05:00,2003-06-15,959
2003-06-15 04:06:00,2003-06-15,1022
2003-06-15 04:07:00,2003-06-15,700
2003-06-15 04:08:00,2003-06-15,494
2003-06-15 04:09:00,2003-06-15,193
2003-06-15 04:10:00,2003-06-15,259
2003-06-15 04:11:00,2003-06-15,120
2003-06-15 04:12:00,2003-06-15,99
2003-06-15 04:13:00,2003-06-15,45
2003-06-15 04:14:00,2003-06-15,32
2003-06-15 04:15:00,2003-06-15,153
2003-06-15 04:16:00,2003-06-15,53
2003-06-15 04:17:00,2003-06-15,57
2003-06-15 04:18:00,2003-06-15,72
2003-06-15 04:19:00,2003-06-15,158
2003-06-15 04:20:00,2003-06-15,199
2003-06-15 04:21:00,2003-06-15,180
2003-06-15 04:22:00,2003-06-15,370
2003-06-15 04:23:00,2003-06-15,206
2003-06-15 04:24:00,2003-06-15,347
2003-06-15 04:25:00,2003-06-15,421
2003-06-15 04:26:00,2003-06-15,847
2003-06-15 04:27:00,2003-06-15,617
2003-06-15 04:28:00,2003-06-15,394
2003-06-15 04:29:00,2003-06-15,930
2003-06-15 04:30:00,2003-06-15,510
2003-06-15 04:31:00,2003-06-15,795
2003-06-15 04:32:00,2003-06-15,1273
2003-06-15 04:33:00,2003-06-15,526
2003-06-15 04:34:00,2003-06-15,544
2003-06-15 04:35:00,2003-06-15,336
2003-06-15 04:36:00,2003-06-15,120
2003-06-15 04:37:00,2003-06-15,168
2003-06-15 04:38:00,2003-06-15,0
2003-06-15 04:39:00,2003-06-15,0
2003-06-15 04:40:00,2003-06-15,30
2003-06-15 04:41:00,2003-06-15,679
2003-06-15 04:42:00,2003-06-15,295
2003-06-15 04:43:00,2003-06-15,199
2003-06-15 04:44:00,2003-06-15,174
2003-06-15 04:45:00,2003-06-15,276
2003-06-15 04:46:00,2003-06-15,158
2003-06-15 04:47:00,2003-06-15,1022
2003-06-15 04:48:00,2003-06-15,679
2003-06-15 04:49:00,2003-06-15,679
2003-06-15 04:50:00,2003-06-15,723
2003-06-15 04:51:00,2003-06-15,11
2003-06-15 04:52:00,2003-06-15,347
2003-06-15 04:53:00,2003-06-15,20
2003-06-15 04:54:00,2003-06-15,43
2003-06-15 04:55:00,2003-06-15,526
2003-06-15 04:56:00,2003-06-15,449
2003-06-15 04:57:00,2003-06-15,243
2003-06-15 04:58:00,2003-06-15,408
2003-06-15 04:59:00,2003-06-15,408
2003-06-15 05:00:00,2003-06-15,478
2003-06-15 05:01:00,2003-06-15,1055
2003-06-15 05:02:00,2003-06-15,723
2003-06-15 05:03:00,2003-06-15,990
2003-06-15 05:04:00,2003-06-15,795
2003-06-15 05:05:00,2003-06-15,1313
2003-06-15 05:06:00,2003-06-15,617
2003-06-15 05:07:00,2003-06-15,657
2003-06-15 05:08:00,2003-06-15,561
2003-06-15 05:09:00,2003-06-15,434
2003-06-15 05:10:00,2003-06-15,394
2003-06-15 05:11:00,2003-06-15,370
2003-06-15 05:12:00,2003-06-15,795
2003-06-15 05:13:00,2003-06-15,382
2003-06-15 05:14:00,2003-06-15,617
2003-06-15 05:15:00,2003-06-15,358
2003-06-15 05:16:00,2003-06-15,59
2003-06-15 05:17:00,2003-06-15,32
2003-06-15 05:18:00,2003-06-15,11
2003-06-15 05:19:00,2003-06-15,19
2003-06-15 05:20:00,2003-06-15,220
2003-06-15 05:21:00,2003-06-15,6
2003-06-15 05:22:00,2003-06-15,0
2003-06-15 05:23:00,2003-06-15,0
2003-06-15 05:24:00,2003-06-15,0
2003-06-15 05:25:00,2003-06-15,0
2003-06-15 05:26:00,2003-06-15,128
2003-06-15 05:27:00,2003-06-15,0
2003-06-15 05:28:00,2003-06-15,0
2003-06-15 05:29:00,2003-06-15,0
2003-06-15 05:30:00,2003-06-15,0
2003-06-15 05:31:00,2003-06-15,0
2003-06-15 05:32:00,2003-06-15,0
2003-06-15 05:33:00,2003-06-15,0
2003-06-15 05:34:00,2003-06-15,0
2003-06-15 05:35:00,2003-06-15,0
2003-06-15 05:36:00,2003-06-15,0
2003-06-15 05:37:00,2003-06-15,0
2003-06-15 05:38:00,2003-06-15,0
2003-06-15 05:39:00,2003-06-15,0
2003-06-15 05:40:00,2003-06-15,0
2003-06-15 05:41:00,2003-06-15,0
2003-06-15 05:42:00,2003-06-15,0
2003-06-15 05:43:00,2003-06-15,0
2003-06-15 05:44:00,2003-06-15,0
2003-06-15 05:45:00,2003-06-15,0
2003-06-15 05:46:00,2003-06-15,0
2003-06-15 05:47:00,2003-06-15,0
2003-06-15 05:48:00,2003-06-15,0
2003-06-15 05:49:00,2003-06-15,0
2003-06-15 05:50:00,2003-06-15,0
2003-06-15 05:51:00,2003-06-15,0
2003-06-15 05:52:00,2003-06-15,0
2003-06-15 05:53:00,2003-06-15,0
2003-06-15 05:54:00,2003-06-15,0
2003-06-15 05:55:00,2003-06-15,0
2003-06-15 05:56:00,2003-06-15,0
2003-06-15 05:57:00,2003-06-15,0
2003-06-15 05:58:00,2003-06-15,90
2003-06-15 05:59:00,2003-06-15,0
